number,target_id,target_title,source_id,source_title
1,31339,Drifters,39523,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!
1,1347,Bubblegum Crisis,3035,Chouon Senshi Borgman
1,3315,Kikou Keisatsu Metal Jack,3035,Chouon Senshi Borgman
1,40397,Maoujou de Oyasumi,41286,Da Wang Bu Gaoxing
1,40056,Deca-Dence,39728,Eden (ONA)
1,1747,Freedom,39728,Eden (ONA)
1,7465,Eve no Jikan (Movie),39728,Eden (ONA)
1,1140,Giniro no Kami no Agito,39728,Eden (ONA)
1,5462,Top wo Nerae! Kagaku Kouza,6130,Marie & Gali
1,31157,ClassicaLoid,6130,Marie & Gali
1,1370,Atama Yama,5386,Miyamoto Musashi: Souken ni Haseru Yume
1,2216,Shigurui,5386,Miyamoto Musashi: Souken ni Haseru Yume
1,3162,Makiba no Shoujo Katri,3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit
1,36094,Hakumei to Mikochi,3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit
1,22359,Sanzoku no Musume Ronja,3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit
1,7711,Karigurashi no Arrietty,3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit
1,50,Aa! Megami-sama! (TV),614,Okusama wa Mahou Shoujo
1,2923,Shugo Chara!,614,Okusama wa Mahou Shoujo
1,1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,614,Okusama wa Mahou Shoujo
1,26441,Junketsu no Maria,614,Okusama wa Mahou Shoujo
1,146,Kono Minikuku mo Utsukushii Sekai,614,Okusama wa Mahou Shoujo
1,21085,Witch Craft Works,614,Okusama wa Mahou Shoujo
1,20673,Hinata no Aoshigure,20907,Ookii 1 Nensei to Chiisana 2 Nensei
1,523,Tonari no Totoro,20907,Ookii 1 Nensei to Chiisana 2 Nensei
1,1182,Shamanic Princess,2267,Red Garden: Dead Girls
1,1913,Shonan Junai Gumi!,15961,Shakotan★Boogie
1,492,Armitage III: Dual-Matrix,1444,Sol Bianca: Taiyou no Fune
1,879,Simoun,1444,Sol Bianca: Taiyou no Fune
1,874,Digimon Tamers,7522,Taichi Senjimon
1,2156,Bakugan Battle Brawlers,7522,Taichi Senjimon
3,514,Cossette no Shouzou,1048,The SoulTaker: Tamashii-gari
2,4981,Casshern Sins,1048,The SoulTaker: Tamashii-gari
2,5081,Bakemonogatari,1048,The SoulTaker: Tamashii-gari
1,2252,Devilman,1048,The SoulTaker: Tamashii-gari
1,33047,Fate/Extra: Last Encore,1048,The SoulTaker: Tamashii-gari
1,2356,Amon: Devilman Mokushiroku,1048,The SoulTaker: Tamashii-gari
1,369,Boogiepop wa Warawanai,1048,The SoulTaker: Tamashii-gari
1,132,GetBackers,1048,The SoulTaker: Tamashii-gari
1,790,Ergo Proxy,1048,The SoulTaker: Tamashii-gari
1,2355,Devilman: Yochou Sirene-hen,1048,The SoulTaker: Tamashii-gari
2,329,Planetes,7279,TO
1,2746,Vexille: 2077 Nihon Sakoku,7279,TO
1,572,Kaze no Tani no Nausicaä,7279,TO
1,1462,Memories,7279,TO
1,30473,"Nemure Omoigo, Sora no Shitone ni",7279,TO
2,31798,Kiznaiver,50204,Tokyo 24-ku
2,13601,Psycho-Pass,50204,Tokyo 24-ku
1,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,50204,Tokyo 24-ku
1,46095,Vivy: Fluorite Eye's Song,50204,Tokyo 24-ku
1,10620,Mirai Nikki (TV),50204,Tokyo 24-ku
1,42249,Tokyo Revengers,50204,Tokyo 24-ku
2,2404,Zombie-Loan,1607,Venus Versus Virus
1,143,Kannazuki no Miko,1607,Venus Versus Virus
1,60,Chrno Crusade,1607,Venus Versus Virus
1,20507,Noragami,1607,Venus Versus Virus
1,1482,D.Gray-man,1607,Venus Versus Virus
1,688,Uta∽Kata,1607,Venus Versus Virus
1,6205,Kämpfer,1607,Venus Versus Virus
1,1726,Devil May Cry,1607,Venus Versus Virus
1,2603,Mushi-Uta,1607,Venus Versus Virus
1,4725,Ga-Rei: Zero,1607,Venus Versus Virus
4,2290,Superflat Monogram,20965,Wonder Garden
1,23285,Paulette no Isu,20965,Wonder Garden
1,15077,Tabisuru Nuigurumi: Traveling Daru,20965,Wonder Garden
1,1979,Tobira wo Akete (1995),20965,Wonder Garden
2,2367,Moetan,3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan
1,837,Kyou no 5 no 2,3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan
1,32615,Youjo Senki,3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan
1,9777,Umacha,43020,Yi Guan Xing Shen
1,41535,Natsu no Niwa,43020,Yi Guan Xing Shen
1,33904,Suntory Tennensui CMs,43020,Yi Guan Xing Shen
1,2890,Gake no Ue no Ponyo,2133,Mari Iyagi
1,10408,Hotarubi no Mori e,2133,Mari Iyagi
1,523,Tonari no Totoro,2133,Mari Iyagi
1,585,Mimi wo Sumaseba,2133,Mari Iyagi
2,1530,Kanon (2006),1039,Mizuiro (2003)
1,670,Lamune,1039,Mizuiro (2003)
1,5365,Tsumiki no Ie,2047,Ningyo
1,1989,Shizuku,2047,Ningyo
1,1982,Osu,2047,Ningyo
4,32664,Bananya,32805,Nyanbo!
1,27539,Pikmin Short Movies,32805,Nyanbo!
1,18755,Donyatsu,32805,Nyanbo!
1,5826,Oira no Yakyuu,2550,Onboro Film
1,37687,Mr. Bond,2550,Onboro Film
1,34165,Oishi-sa Hajikeru! One Piece,36241,One Piece Film: Gold - Cine Mike Popcorn Kokuchi
2,634,Koi Kaze,18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials
1,16706,Kami nomi zo Shiru Sekai: Megami-hen,18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials
1,6795,Genius Party Beyond,41217,Pianoman
1,11457,Chibi☆Devi!,34799,PriPri Chii-chan!!
1,35828,Miira no Kaikata,34799,PriPri Chii-chan!!
2,267,Gungrave,2698,Sanctuary
1,19285,Shingeki no Kyojin: Ano Hi Kara,28447,Shingeki no Bahamut: Genesis - Roundup
1,6064,Higurashi no Naku Koro ni Kai Specials,7568,Umineko no Naku Koro ni Specials
4,811,I''s Pure,1734,Ajimu: Kaigan Monogatari
1,2476,School Days,1734,Ajimu: Kaigan Monogatari
1,147,Kimi ga Nozomu Eien,1734,Ajimu: Kaigan Monogatari
1,390,Suzuka,1734,Ajimu: Kaigan Monogatari
1,670,Lamune,1734,Ajimu: Kaigan Monogatari
1,294,Divergence Eve,909,Geneshaft
1,290,Seikai no Monshou,909,Geneshaft
1,16524,Suisei no Gargantia,909,Geneshaft
1,113,Uchuu no Stellvia,909,Geneshaft
1,593,Mugen no Ryvius,909,Geneshaft
1,6586,Yume-iro Pâtissière,6117,Gokujou!! Mecha Mote Iinchou
1,106,Hana yori Dango,6117,Gokujou!! Mecha Mote Iinchou
1,1516,Kirarin☆Revolution,6117,Gokujou!! Mecha Mote Iinchou
1,10257,Pretty Rhythm: Aurora Dream,6117,Gokujou!! Mecha Mote Iinchou
1,7054,Kaichou wa Maid-sama!,6117,Gokujou!! Mecha Mote Iinchou
1,2923,Shugo Chara!,6117,Gokujou!! Mecha Mote Iinchou
1,199,Sen to Chihiro no Kamikakushi,16027,Greek Roman Sinhwa: Olympus Guardian
2,5957,Nyoro-n Churuya-san,7017,K-On!: Ura-On!
1,6127,Toradora!: SOS! Kuishinbou Banbanzai,7017,K-On!: Ura-On!
1,6491,Scandal,7017,K-On!: Ura-On!
1,21879,Sword Art Online: Sword Art Offline - Extra Edition,7017,K-On!: Ura-On!
1,19391,Shingeki no Kyojin Picture Drama,7017,K-On!: Ura-On!
1,5118,Suzumiya Haruhi-chan no Yuuutsu,7017,K-On!: Ura-On!
1,2680,One Piece: Straw Hat Theater,7017,K-On!: Ura-On!
1,29035,Robot Girls Z Plus,37586,Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku
2,5681,Summer Wars,9333,Koi☆Sento
1,30585,Taifuu no Noruda,9333,Koi☆Sento
1,3088,Tokyo Marble Chocolate,9333,Koi☆Sento
1,28981,Ame-iro Cocoa,20655,Amnesia OVA
1,5365,Tsumiki no Ie,3401,Aru Tabibito no Nikki Specials
1,12875,Ginga e Kickoff!!,36993,Chao Zhi Neng Zu Qiu
2,32962,Occultic;Nine,30485,ChäoS;Child
2,9253,Steins;Gate,30485,ChäoS;Child
1,42307,Subarashiki Kono Sekai The Animation,30485,ChäoS;Child
1,21431,Gokukoku no Brynhildr,30485,ChäoS;Child
1,37451,Boogiepop wa Warawanai (2019),30485,ChäoS;Child
1,2476,School Days,30485,ChäoS;Child
1,226,Elfen Lied,30485,ChäoS;Child
1,4896,Umineko no Naku Koro ni,30485,ChäoS;Child
1,31240,Re:Zero kara Hajimeru Isekai Seikatsu,30485,ChäoS;Child
1,11111,Another,30485,ChäoS;Child
1,2620,Spider Riders: Yomigaeru Taiyou,2285,D.I.C.E.
1,30771,Mudai,49014,Daisan no Shinzou
1,44407,Shinkai,49014,Daisan no Shinzou
1,42488,Wasureta Furi wo Shite,49014,Daisan no Shinzou
2,10012,Carnival Phantasm,36914,Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen
4,9624,30-sai no Hoken Taiiku,382,Futari Ecchi
1,715,Yume de Aetara,382,Futari Ecchi
1,24443,Peeping Life: Shinkon-chan Kansai ni Irasshai,382,Futari Ecchi
7,12189,Hyouka,30895,HaruChika: Haruta to Chika wa Seishun suru
4,27989,Hibike! Euphonium,30895,HaruChika: Haruta to Chika wa Seishun suru
2,23273,Shigatsu wa Kimi no Uso,30895,HaruChika: Haruta to Chika wa Seishun suru
1,13333,Tari Tari,30895,HaruChika: Haruta to Chika wa Seishun suru
1,10568,Kamisama no Memochou,30895,HaruChika: Haruta to Chika wa Seishun suru
1,33840,Kabuki-bu!,30895,HaruChika: Haruta to Chika wa Seishun suru
1,30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,30895,HaruChika: Haruta to Chika wa Seishun suru
1,39966,Tamayomi,30895,HaruChika: Haruta to Chika wa Seishun suru
1,38080,Kono Oto Tomare!,30895,HaruChika: Haruta to Chika wa Seishun suru
1,235,Detective Conan,30895,HaruChika: Haruta to Chika wa Seishun suru
1,1744,Wagamama☆Fairy Mirumo de Pon!,1884,Himesama Goyoujin
1,306,Abenobashi Mahou☆Shoutengai,1884,Himesama Goyoujin
1,2938,Idol Densetsu Eriko,4928,Idol Tenshi Youkoso Youko
1,9045,Jack to Mame no Ki (OVA),3720,Jack to Mame no Ki
1,513,Tenkuu no Shiro Laputa,3720,Jack to Mame no Ki
2,4981,Casshern Sins,1793,Kaze no Na wa Amnesia
2,1301,Ginga Tetsudou 999 (Movie),1793,Kaze no Na wa Amnesia
1,58,Blue Gender,1793,Kaze no Na wa Amnesia
1,3670,Kikou Souseiki Mospeada,1793,Kaze no Na wa Amnesia
1,47,Akira,1793,Kaze no Na wa Amnesia
1,944,The Third: Aoi Hitomi no Shoujo,1793,Kaze no Na wa Amnesia
1,486,Kino no Tabi: The Beautiful World,1793,Kaze no Na wa Amnesia
1,8074,Highschool of the Dead,1793,Kaze no Na wa Amnesia
1,1085,Interlude,1793,Kaze no Na wa Amnesia
1,40532,Appare-Ranman!,1793,Kaze no Na wa Amnesia
7,32951,Rokudenashi Majutsu Koushi to Akashic Records,25283,Kuusen Madoushi Kouhosei no Kyoukan
6,4186,Chrome Shelled Regios,25283,Kuusen Madoushi Kouhosei no Kyoukan
3,30296,Rakudai Kishi no Cavalry,25283,Kuusen Madoushi Kouhosei no Kyoukan
2,9041,IS: Infinite Stratos,25283,Kuusen Madoushi Kouhosei no Kyoukan
2,34300,Quanzhi Fashi,25283,Kuusen Madoushi Kouhosei no Kyoukan
2,24873,Juuou Mujin no Fafnir,25283,Kuusen Madoushi Kouhosei no Kyoukan
1,22877,Seireitsukai no Blade Dance,25283,Kuusen Madoushi Kouhosei no Kyoukan
1,1691,Kaze no Stigma,25283,Kuusen Madoushi Kouhosei no Kyoukan
1,38572,Assassins Pride,25283,Kuusen Madoushi Kouhosei no Kyoukan
1,22663,Seiken Tsukai no World Break,25283,Kuusen Madoushi Kouhosei no Kyoukan
3,37221,Release the Spyce,37979,Mahou Shoujo Tokushusen Asuka
2,9756,Mahou Shoujo Madoka★Magica,37979,Mahou Shoujo Tokushusen Asuka
2,36266,Mahou Shoujo Site,37979,Mahou Shoujo Tokushusen Asuka
1,41694,Hataraku Saibou Black (TV),37979,Mahou Shoujo Tokushusen Asuka
1,41372,Senyoku no Sigrdrifa,37979,Mahou Shoujo Tokushusen Asuka
1,35589,Toji no Miko,37979,Mahou Shoujo Tokushusen Asuka
1,3667,Strike Witches,37979,Mahou Shoujo Tokushusen Asuka
1,9367,Freezing,37979,Mahou Shoujo Tokushusen Asuka
1,34289,Schoolgirl Strikers: Animation Channel,37979,Mahou Shoujo Tokushusen Asuka
1,38940,Cop Craft,37979,Mahou Shoujo Tokushusen Asuka
6,9367,Freezing,9936,Maken-Ki!
4,11617,High School DxD,9936,Maken-Ki!
4,9041,IS: Infinite Stratos,9936,Maken-Ki!
2,10578,C³,9936,Maken-Ki!
2,10611,R-15,9936,Maken-Ki!
2,2993,Rosario to Vampire,9936,Maken-Ki!
2,193,Maburaho,9936,Maken-Ki!
2,15377,Hyakka Ryouran: Samurai Bride,9936,Maken-Ki!
1,10396,Ben-To,9936,Maken-Ki!
1,6347,Baka to Test to Shoukanjuu,9936,Maken-Ki!
1,35567,Gundam Build Fighters: Battlogue,864,Mobile Suit Gundam SEED MSV Astray
1,269,Bleach,864,Mobile Suit Gundam SEED MSV Astray
1,17277,Code Geass: Soubou no Oz Picture Drama,864,Mobile Suit Gundam SEED MSV Astray
2,7593,Kiss x Sis (TV),20931,Oneechan ga Kita
2,17397,Cyclops Shoujo Saipuu,20931,Oneechan ga Kita
1,18139,Tonari no Seki-kun,20931,Oneechan ga Kita
1,12291,Acchi Kocchi,20931,Oneechan ga Kita
1,16405,"Boku no Imouto wa ""Osaka Okan""",20931,Oneechan ga Kita
1,17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",20931,Oneechan ga Kita
1,15605,Brothers Conflict,20931,Oneechan ga Kita
1,36817,Sunohara-sou no Kanrinin-san,20931,Oneechan ga Kita
1,24531,Ane Log: Moyako Neesan no Tomaranai Monologue,20931,Oneechan ga Kita
1,7596,Haiyoru! Nyaruani,20931,Oneechan ga Kita
1,7261,Mameshiba,38412,Qing Chi Hong Xiaodou Ba!
1,38409,Cike Wu Liuqi,38412,Qing Chi Hong Xiaodou Ba!
1,23539,Gudetama,38412,Qing Chi Hong Xiaodou Ba!
1,31116,Momotaros no Natsuyasumi,24763,Robot Girls Z Specials
1,7004,Shin Calimero,8373,Shin Mitsubachi Maya no Bouken
1,527,Pokemon,4801,Suhoyojeong Michel
1,2281,Jikuu Tantei Genshi-kun,4801,Suhoyojeong Michel
3,39017,Kyokou Suiri,46471,"Tantei wa Mou, Shindeiru."
3,48556,Takt Op. Destiny,46471,"Tantei wa Mou, Shindeiru."
3,8425,Gosick,46471,"Tantei wa Mou, Shindeiru."
2,10568,Kamisama no Memochou,46471,"Tantei wa Mou, Shindeiru."
1,40052,Great Pretender,46471,"Tantei wa Mou, Shindeiru."
1,22319,Tokyo Ghoul,46471,"Tantei wa Mou, Shindeiru."
1,12189,Hyouka,46471,"Tantei wa Mou, Shindeiru."
1,14075,Zetsuen no Tempest,46471,"Tantei wa Mou, Shindeiru."
1,282,Angel Heart,46471,"Tantei wa Mou, Shindeiru."
1,31478,Bungou Stray Dogs,46471,"Tantei wa Mou, Shindeiru."
4,36407,Kenja no Mago,40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari
3,30276,One Punch Man,40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari
2,40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari
2,30831,Kono Subarashii Sekai ni Shukufuku wo!,40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari
1,37430,Tensei shitara Slime Datta Ken,40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari
1,30736,Shingeki no Bahamut: Virgin Soul,40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari
1,918,Gintama,40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari
1,42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari
1,41899,Ore dake Haireru Kakushi Dungeon,40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari
1,38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari
2,42307,Subarashiki Kono Sekai The Animation,184,Xenosaga The Animation
2,30,Neon Genesis Evangelion,184,Xenosaga The Animation
1,294,Divergence Eve,184,Xenosaga The Animation
1,2782,Fire Emblem,184,Xenosaga The Animation
1,11021,Muv-Luv Alternative: Total Eclipse,184,Xenosaga The Animation
1,2476,School Days,184,Xenosaga The Animation
1,34051,Akiba's Trip The Animation,184,Xenosaga The Animation
1,1751,Jikuu Bouken Nuumamonjaa,184,Xenosaga The Animation
1,274,Kiddy Grade,184,Xenosaga The Animation
1,16512,Devil Survivor 2 The Animation,184,Xenosaga The Animation
1,1293,Urusei Yatsura,3021,Yume Senshi Wingman
1,16512,Devil Survivor 2 The Animation,19953,Zetsumetsu Kigu Shoujo: Amazing Twins
1,14349,Little Witch Academia,19953,Zetsumetsu Kigu Shoujo: Amazing Twins
1,20955,Peeping Life: YouTuber-kun,43878,Miko no Tsutome!
1,44042,Holo no Graffiti,43878,Miko no Tsutome!
1,38851,Virtual-san wa Miteiru,43878,Miko no Tsutome!
1,4853,Tezuka Osamu no Don Dracula,3619,Nanako SOS
1,1328,One Pound Gospel,2052,Nozomi Witches
1,1559,Shijou Saikyou no Deshi Kenichi,2052,Nozomi Witches
1,1516,Kirarin☆Revolution,9943,Ore-sama Kingdom
1,6586,Yume-iro Pâtissière,9943,Ore-sama Kingdom
1,3641,Naisho no Tsubomi,9943,Ore-sama Kingdom
2,6215,Dr.,4890,Peut-etre Toi
1,41496,Koi Nobori,4890,Peut-etre Toi
1,3506,Connected,4890,Peut-etre Toi
1,4012,First Squad,4890,Peut-etre Toi
1,1878,Kaze no Shoujo Emily,40035,Rebecca
2,21273,Gochuumon wa Usagi Desu ka?,48363,RPG Fudousan
2,40526,"Dragon, Ie wo Kau.",48363,RPG Fudousan
1,5680,K-On!,48363,RPG Fudousan
1,15125,Teekyuu,48363,RPG Fudousan
1,40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",48363,RPG Fudousan
1,40783,"Shachou, Battle no Jikan Desu!",48363,RPG Fudousan
1,32924,Urara Meirochou,48363,RPG Fudousan
1,31953,New Game!,48363,RPG Fudousan
1,38062,Endro~!,48363,RPG Fudousan
1,60,Chrno Crusade,2153,Saint Beast: Kouin Jojishi Tenshi Tan
1,7818,Yousei Ou,2153,Saint Beast: Kouin Jojishi Tenshi Tan
1,336,Ginyuu Mokushiroku Meine Liebe,2153,Saint Beast: Kouin Jojishi Tenshi Tan
1,2220,Be-Boy Kidnapp'n Idol,1217,Seikimatsu★Darling
1,243,Gravitation,1217,Seikimatsu★Darling
1,365,Fake,1217,Seikimatsu★Darling
1,9736,Astarotte no Omocha!,10073,Seikon no Qwaser II
1,14967,Boku wa Tomodachi ga Sukunai Next,10073,Seikon no Qwaser II
1,8841,Kore wa Zombie Desu ka?,10073,Seikon no Qwaser II
1,6205,Kämpfer,10073,Seikon no Qwaser II
1,1731,Tales of Symphonia The Animation: Sylvarant-hen,47391,Seven Knights Revolution: Eiyuu no Keishousha
1,33988,Demi-chan wa Kataritai,36397,Shiyan Pin Jiating
1,30307,Monster Musume no Iru Nichijou,36397,Shiyan Pin Jiating
1,37292,Fei Ren Zai,36397,Shiyan Pin Jiating
1,35015,Ani ni Tsukeru Kusuri wa Nai!,36397,Shiyan Pin Jiating
1,302,Mirai Shounen Conan,32888,Sinbad: Mahiru no Yoru to Fushigi no Mon
2,1921,Urusei Yatsura 2: Beautiful Dreamer,1981,Twilight Q
1,975,Yokohama Kaidashi Kikou,1981,Twilight Q
1,308,Zettai Shounen,1981,Twilight Q
1,1462,Memories,1981,Twilight Q
1,885,Tenshi no Tamago,1981,Twilight Q
2,21353,Tokyo ESP,6919,X-Men
2,16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,6919,X-Men
1,7,Witch Hunter Robin,6919,X-Men
1,22199,Akame ga Kill!,6919,X-Men
1,1243,Night Head Genesis,6919,X-Men
1,9941,Tiger & Bunny,6919,X-Men
1,31964,Boku no Hero Academia,6919,X-Men
1,6918,Wolverine,6919,X-Men
1,6973,Senkou no Night Raid,6919,X-Men
1,2025,Darker than Black: Kuro no Keiyakusha,6919,X-Men
1,43,Koukaku Kidoutai,9737,Appleseed XIII
3,6682,11eyes,3166,Ayakashi
3,10372,Kamisama Dolls,3166,Ayakashi
3,2603,Mushi-Uta,3166,Ayakashi
2,13161,Hagure Yuusha no Aesthetica,3166,Ayakashi
2,10620,Mirai Nikki (TV),3166,Ayakashi
1,358,"Iriya no Sora, UFO no Natsu",3166,Ayakashi
1,10588,Persona 4 the Animation,3166,Ayakashi
1,481,Yu☆Gi☆Oh! Duel Monsters,3166,Ayakashi
1,156,X,3166,Ayakashi
1,4975,ChäoS;HEAd,3166,Ayakashi
1,3154,Gatchaman,1598,Casshern: Robot Hunter
1,1459,Uchuu no Kishi Tekkaman Blade,1598,Casshern: Robot Hunter
1,1016,Gunnm,1598,Casshern: Robot Hunter
1,3398,Shin Hurricane Polymar,1598,Casshern: Robot Hunter
1,1854,Rockman Hoshi ni Negai wo,1598,Casshern: Robot Hunter
1,1347,Bubblegum Crisis,1598,Casshern: Robot Hunter
1,165,RahXephon,1598,Casshern: Robot Hunter
1,2199,Chirin no Suzu,17689,Chironup no Kitsune
2,31338,Hundred,32152,Closers: Side Blacklambs
1,24405,World Trigger,32152,Closers: Side Blacklambs
1,32613,Elsword: El-ui Yeoin,32152,Closers: Side Blacklambs
1,168,s.CRY.ed,69,Cluster Edge
1,10161,No.6,69,Cluster Edge
1,5525,07-Ghost,69,Cluster Edge
1,3549,Allison to Lillia,69,Cluster Edge
1,16890,Makai Ouji: Devils and Realist,69,Cluster Edge
1,36339,Nissin no Donbei x Kemono Friends,43879,Curry Meshi in Miracle
1,48432,e-ma Nodo Ame CMs,43879,Curry Meshi in Miracle
1,24629,Koufuku Graffiti,29722,"Eikoku Ikka, Nihon wo Taberu"
1,30437,Wakako-zake,29722,"Eikoku Ikka, Nihon wo Taberu"
1,37033,Emiya-san Chi no Kyou no Gohan,29722,"Eikoku Ikka, Nihon wo Taberu"
1,28171,Shokugeki no Souma,29722,"Eikoku Ikka, Nihon wo Taberu"
1,457,Mushishi,1361,Final Fantasy: The Spirits Within
1,4876,Hashire Melos (Movie),1361,Final Fantasy: The Spirits Within
1,22677,Appleseed Alpha,1361,Final Fantasy: The Spirits Within
1,770,Pale Cocoon,1361,Final Fantasy: The Spirits Within
1,164,Mononoke Hime,1361,Final Fantasy: The Spirits Within
1,54,Appleseed (Movie),1361,Final Fantasy: The Spirits Within
1,5421,Ark,1361,Final Fantasy: The Spirits Within
1,1254,Saint Seiya,4855,Fuuma no Kojirou: Seiken Sensou-hen
2,12317,Upotte!!,910,Himawari!
2,1568,Sumomomo Momomo: Chijou Saikyou no Yome,910,Himawari!
1,229,Ninin ga Shinobuden,910,Himawari!
1,3655,Nabari no Ou,910,Himawari!
1,50338,Kunoichi Tsubaki no Mune no Uchi,910,Himawari!
1,590,Kage kara Mamoru!,910,Himawari!
2,552,Digimon Adventure,2281,Jikuu Tantei Genshi-kun
2,527,Pokemon,2281,Jikuu Tantei Genshi-kun
2,223,Dragon Ball,2281,Jikuu Tantei Genshi-kun
1,2471,Doraemon (1979),2281,Jikuu Tantei Genshi-kun
1,13201,Monster Farm: Legend e no Michi,2281,Jikuu Tantei Genshi-kun
1,481,Yu☆Gi☆Oh! Duel Monsters,2281,Jikuu Tantei Genshi-kun
1,1313,Digimon Adventure 02,2281,Jikuu Tantei Genshi-kun
1,2619,Spider Riders: Oracle no Yuusha-tachi,2281,Jikuu Tantei Genshi-kun
1,5962,Metal Fight Beyblade,2281,Jikuu Tantei Genshi-kun
1,30694,Dragon Ball Super,2281,Jikuu Tantei Genshi-kun
1,36368,Katasumi no Uroko,40180,Jurassic!
1,552,Digimon Adventure,40180,Jurassic!
1,30,Neon Genesis Evangelion,33531,Juushinki Pandora
1,478,Sousei no Aquarion,33531,Juushinki Pandora
3,193,Maburaho,576,Magikano
2,2104,Seto no Hanayome,576,Magikano
1,7088,Ichiban Ushiro no Daimaou,576,Magikano
1,590,Kage kara Mamoru!,576,Magikano
1,5734,Tayutama: Kiss on My Deity,576,Magikano
1,6324,Omamori Himari,576,Magikano
1,276,Mahoromatic: Automatic Maiden,576,Magikano
1,3455,To LOVE-Ru,576,Magikano
1,21085,Witch Craft Works,576,Magikano
1,8630,Hidan no Aria,576,Magikano
2,2001,Tengen Toppa Gurren Lagann,40964,Back Arrow
1,80,Mobile Suit Gundam,40964,Back Arrow
1,16498,Shingeki no Kyojin,40964,Back Arrow
1,6,Trigun,40964,Back Arrow
1,1575,Code Geass: Hangyaku no Lelouch,40964,Back Arrow
1,411,Gun x Sword,40964,Back Arrow
1,40056,Deca-Dence,40964,Back Arrow
1,39463,Gleipnir,159,Boukyaku no Senritsu
1,237,Koukyoushihen Eureka Seven,159,Boukyaku no Senritsu
1,440,Shoujo Kakumei Utena,159,Boukyaku no Senritsu
1,30,Neon Genesis Evangelion,159,Boukyaku no Senritsu
1,10721,Mawaru Penguindrum,159,Boukyaku no Senritsu
1,227,FLCL,159,Boukyaku no Senritsu
1,1048,The SoulTaker: Tamashii-gari,159,Boukyaku no Senritsu
1,949,Top wo Nerae! Gunbuster,159,Boukyaku no Senritsu
1,486,Kino no Tabi: The Beautiful World,159,Boukyaku no Senritsu
1,2795,Dragonaut: The Resonance,159,Boukyaku no Senritsu
19,934,Higurashi no Naku Koro ni,4975,ChäoS;HEAd
16,1210,NHK ni Youkoso!,4975,ChäoS;HEAd
15,10620,Mirai Nikki (TV),4975,ChäoS;HEAd
8,339,Serial Experiments Lain,4975,ChäoS;HEAd
7,6682,11eyes,4975,ChäoS;HEAd
6,5177,Denpa-teki na Kanojo,4975,ChäoS;HEAd
5,9253,Steins;Gate,4975,ChäoS;HEAd
4,323,Mousou Dairinin,4975,ChäoS;HEAd
4,369,Boogiepop wa Warawanai,4975,ChäoS;HEAd
4,10588,Persona 4 the Animation,4975,ChäoS;HEAd
1,31580,Ajin,2312,Daishizen no Majuu: Bagi
1,584,Noein: Mou Hitori no Kimi e,295,Divergence Eve 2: Misaki Chronicles
1,36259,Pingu in the City,7643,Domo-kun
1,1030,Heisei Tanuki Gassen Ponpoko,3842,Doubutsu Takarajima
1,13169,Buta,3842,Doubutsu Takarajima
1,48,.hack//Sign,1314,DT Eightron
